KMeans_K10L2,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,S2_243725576,S8_164038154
0,0,-0.00493551,-0.00591801,-0.00666579,0.00177202,-0.0108574,-0.00687742,-0.00114218,-0.000122115,0.00308693,-0.00491406,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,Good,1,1,0,NA
0,0,-0.0045745,-0.00338767,-0.00702044,-5.96473e-05,-0.0110342,-0.00402451,0.000171945,-0.00241366,0.00556512,-0.00435981,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,Good,1,1,0,NA
0,0,-0.00349598,-0.00465971,-0.00983342,-0.00147012,-0.00978596,-0.00398191,0.000765222,-0.00471499,0.00546122,-0.00324416,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,Good,1,1,0,0
0,0,-0.00182466,-0.0105496,-0.00894248,-0.000637369,-0.00690071,-0.0042659,0.00131441,-0.00469146,0.00750965,-0.0055436,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,Good,1,1,0,NA
0,0,-0.00150398,-0.00759806,-0.0112721,-0.00289256,-0.0106782,-0.00431282,0.000507524,-0.00414126,0.00681075,-0.00152714,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,Good,1,1,0,0
0,1,0.0146284,-0.00686669,-0.022866,-0.0210422,-0.00983678,0.0182615,0.00453431,0.0176768,-0.00787773,0.0116101,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,NA
0,0,0.0151469,-0.00663217,-0.0230748,-0.0188586,-0.0112641,0.0178877,0.00274938,0.013444,-0.00928424,0.00965663,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,1,0
0,1,0.0152551,-0.00646025,-0.0230864,-0.0180818,-0.0130404,0.0192316,0.0025433,0.0127936,-0.00574105,0.00943204,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,0
0,1,0.0151129,-0.00642641,-0.0223217,-0.0204243,-0.0111539,0.0179878,0.00327269,0.014969,-0.00427736,0.00985841,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,1,NA
0,0,0.00518958,-0.0224752,-0.0136582,-0.000891701,-0.000483104,-0.00810417,0.00220193,-0.00369318,-0.000562227,0.005715,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,Good,1,1,0,1
0,0,0.00470941,-0.0239547,-0.0129604,-0.000893954,0.00145225,-0.0103862,-0.00115519,-0.00493687,0.000193159,0.0048062,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,Good,1,1,0,NA
0,0,0.00225934,-0.0228391,-0.0108276,0.00216832,-0.000600184,-0.00940504,0.000942298,-0.00148353,0.00122115,0.00474909,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,Good,1,1,1,0
0,0,0.00464321,-0.0230576,-0.0139263,0.000857549,-0.000185123,-0.00967075,-0.00103879,-0.00119463,0.00224536,0.00610625,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,Good,1,1,0,1
0,0,0.00433002,-0.0231046,-0.0126865,0.000337269,-0.00121659,-0.00674843,-0.000125815,0.00271611,0.00360486,0.0053614,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,Good,1,1,0,1
0,0,0.0230184,-0.0147314,-0.0295929,-0.0220769,-0.00644877,0.0173787,-0.000558413,0.00290822,-3.49459e-05,0.0245285,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,Good,2,1,0,0
0,0,0.016357,-0.0165977,-0.0223251,-0.0147169,-0.00453954,0.0100299,0.00112414,0.00267123,0.00248771,0.0193859,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,Good,2,1,0,NA
0,0,0.0236688,-0.0149373,-0.0317222,-0.0203387,-0.00778398,0.0168258,-0.000571135,0.0041011,0.00264047,0.0251693,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,Good,2,1,0,1
0,0,0.0233632,-0.0162321,-0.0308621,-0.0206926,-0.00781969,0.0186921,-0.00195893,0.00454981,0.00453895,0.0250084,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,Good,2,1,0,NA
0,0,0.0261089,-0.0161662,-0.0341384,-0.0214231,-0.00579046,0.0180459,-0.00122995,0.000654473,0.00925639,0.0243329,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,Good,1,1,0,2
0,1,0.0259056,-0.0163476,-0.0340001,-0.0210327,-0.00626492,0.0192051,-0.000661348,0.00140113,0.0119343,0.0254562,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,Good,1,1,0,2
0,1,0.0255545,-0.0154007,-0.0323711,-0.022185,-0.00534462,0.0174,-0.00323699,-0.00271183,0.00898924,0.0239538,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,Good,1,1,0,1
0,1,0.0250521,-0.0157156,-0.0329736,-0.0221092,-0.00709117,0.0193917,-0.00189134,0.00177721,0.0101646,0.0267958,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,Good,1,1,0,2
0,0,0.025472,-0.0156352,-0.0325356,-0.0200332,-0.00538486,0.0172349,0.000829408,0.00318853,0.00676416,0.0276482,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,Good,1,1,0,1
0,1,0.0181208,-0.0206568,-0.0264989,-0.0104607,-0.00460145,0.00822851,0.00273111,-0.000999073,0.00935033,0.0159663,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,Good,1,1,0,NA
0,0,0.0185755,-0.0203904,-0.0288259,-0.0113628,-0.00267429,0.00902443,0.000890496,-0.00221073,0.00888186,0.01428,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,Good,1,1,0,2
0,1,0.018274,-0.0207372,-0.0273658,-0.0134779,-0.0022547,0.00625521,0.00109349,-0.00261219,0.00852836,0.0137981,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,Good,1,1,0,2
0,0,0.00369565,-0.0239918,-0.00557029,0.000393596,-0.00181602,-0.00878909,0.000537426,0.00995179,0.00407336,0.00805011,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,Good,1,1,0,NA
0,0,0.000478731,-0.023921,-0.00471373,0.00468514,1.60883e-06,-0.0123265,0.0012618,0.0180665,-0.000136469,0.00547268,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,Good,1,1,NA,1
0,1,0.0019195,-0.0227865,-0.00751612,0.00335244,-0.0017102,-0.0101047,-0.000156294,0.0146204,0.00524262,0.00786559,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,Good,1,1,0,1
0,0,0.00227377,-0.0233753,-0.00781509,0.00267897,-0.00173097,-0.00978573,0.00036845,0.0169211,0.0028012,0.00854841,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,Good,1,1,0,1
0,0,0.0237628,-0.0133258,-0.0305484,-0.0237032,-0.00820877,0.0190836,0.0012198,0.00477296,0.00344964,0.0253528,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,1,1,1,Good,1,1,0,NA
0,0,0.0240771,-0.014602,-0.0324363,-0.0178637,-0.0050981,0.0157528,-0.00173384,0.00388168,0.00312235,0.0251652,21.47083282,0.404166609,343.25,63.5,14,56.80876923,164,47.5,147.5,52,17.85416603,43.54677963,855.854126,32.15000153,-8.850000381,41,20.73333359,5.824999809,1909.25,18838.7291666667,3.78958336516667,0.717499986166667,1,1,2,Good,2,1,0,1
0,0,0.0232896,-0.0139273,-0.0317362,-0.0231483,-0.00756438,0.0182356,-0.000606501,0.0063789,0.00775999,0.0226616,21.47083282,0.404166609,343.25,63.5,14,56.80876923,164,47.5,147.5,52,17.85416603,43.54677963,855.854126,32.15000153,-8.850000381,41,20.73333359,5.824999809,1909.25,18838.7291666667,3.78958336516667,0.717499986166667,1,1,2,Good,2,1,0,2
0,0,0.0227736,-0.0150452,-0.0311101,-0.0224527,-0.00683808,0.0182088,0.000718577,0.00546942,0.00212394,0.0218543,21.47083282,0.404166609,343.25,63.5,14,56.80876923,164,47.5,147.5,52,17.85416603,43.54677963,855.854126,32.15000153,-8.850000381,41,20.73333359,5.824999809,1909.25,18838.7291666667,3.78958336516667,0.717499986166667,1,1,2,Good,2,1,0,0
0,0,0.0244145,-0.015547,-0.0327419,-0.0211738,-0.00889879,0.0168382,-0.00194998,0.00236621,0.00245424,0.0271019,22,1.154166698,331,56.5,16.75,46.52333832,143.5,52.25,127,52.25,15.26249981,40.2168045,846.1288452,31.5,-6.449999809,37.95000076,21.02083206,1.154166698,1826.25,18993.7083333333,3.68541669833333,0.739583333333333,1,1,1,Good,1,1,0,1
0,0,0.0246941,-0.0153088,-0.0311326,-0.0209757,-0.00589632,0.0183055,0.000878328,0.000391492,0.00718534,0.0247313,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,1
0,0,0.0229207,-0.0155649,-0.0307854,-0.0222149,-0.00361353,0.0204363,0.00107741,0.0052335,0.00681289,0.0256702,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,0
0,1,0.0251667,-0.0141518,-0.0304967,-0.0231835,-0.0056204,0.0187949,-0.000148925,-0.000396262,0.00813822,0.0262019,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,0
0,0,0.0220937,-0.0152397,-0.0304653,-0.0201136,-0.00690872,0.0148766,-0.00201487,0.00477521,0.00519183,0.0246047,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,NA
0,0,0.0209451,-0.0148573,-0.02752,-0.0181056,-0.00473637,0.0151437,-0.000679541,0.00194091,0.00293318,0.0258932,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,0
0,1,0.0234302,-0.0149812,-0.0324765,-0.0209859,-0.00754492,0.0156672,-0.000428191,0.00400726,0.00554431,0.0254678,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,0
0,1,0.022951,-0.0136319,-0.0299539,-0.0179472,-0.00680314,0.0210215,0.00193204,0.00351275,0.00276234,0.0248929,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,Good,2,1,0,NA
0,1,0.0200869,-0.0136003,-0.0288319,-0.019714,-0.00660231,0.0172069,0.00143941,0.00398179,0.00700002,0.0245614,22.26250076,2.033333302,281.25,54.5,12.25,59.29758453,137.5,41.75,114.25,44.25,17.91458321,45.43974304,822.7731323,32.65000153,-6.775000095,39.42499924,21.45416641,11.27083397,1902,19159.6041666667,3.631250004,0.69812499475,1,1,2,Good,2,1,0,0
0,1,0.0233425,-0.0151652,-0.0301878,-0.0201257,-0.00716573,0.0175428,-0.000984266,0.00495207,0.00721724,0.0257402,22.26250076,2.033333302,281.25,54.5,12.25,59.29758453,137.5,41.75,114.25,44.25,17.91458321,45.43974304,822.7731323,32.65000153,-6.775000095,39.42499924,21.45416641,11.27083397,1902,19159.6041666667,3.631250004,0.69812499475,1,1,2,Good,2,1,0,1
0,0,0.0235987,-0.012815,-0.0330733,-0.0220148,-0.00752874,0.0193219,-0.00121444,0.00265123,0.00603186,0.0241251,22.26250076,2.033333302,281.25,54.5,12.25,59.29758453,137.5,41.75,114.25,44.25,17.91458321,45.43974304,822.7731323,32.65000153,-6.775000095,39.42499924,21.45416641,11.27083397,1902,19159.6041666667,3.631250004,0.69812499475,1,1,2,Good,2,1,0,0
0,0,0.02239,-0.0150407,-0.031197,-0.0223824,-0.00623413,0.0162124,-8.86311e-05,0.00664705,0.00749795,0.0261734,22.26250076,2.033333302,281.25,54.5,12.25,59.29758453,137.5,41.75,114.25,44.25,17.91458321,45.43974304,822.7731323,32.65000153,-6.775000095,39.42499924,21.45416641,11.27083397,1902,19159.6041666667,3.631250004,0.69812499475,1,1,2,Good,2,1,0,1
0,0,-0.0104668,0.00362692,-0.00274925,-0.000511839,-0.0151979,0.00132789,-0.00322059,0.00330783,-0.00233753,0.0030019,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,1
0,0,-0.00232552,0.000506409,-0.0093865,-0.00765166,-0.014833,0.00472439,-0.000354007,0.00521556,-0.00274587,0.0065227,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,2
0,0,-0.0117479,0.00468049,-0.00233301,0.00316812,-0.0147221,-0.00155745,-0.00458493,-0.000638571,0.000498668,-0.00222347,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,NA
0,0,-0.0101174,0.00333628,-0.00367397,-0.00231545,-0.016302,-0.00103394,-0.00426196,0.00441763,0.000228809,0.00130518,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,1
0,0,-0.0126424,0.00386625,-0.00120184,0.000390482,-0.0148073,-0.00162155,-0.00517604,0.00228629,-0.00253027,-0.0012424,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,Good,2,1,0,NA
