Name,KMeans_Ab10,KMeans_K10L2,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,tmin_01,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,BChrom_Pseudo_Copy_Number,S2_90555553,S2_90555560,S3_5366738,S6_124809142
12S016601.SW,0,0,1,0.0109204,-0.030139,3.95995e-05,-0.00338765,-0.0075165,0.00875331,-0.00468171,-0.00285464,-0.0138989,0.00530184,-12.64999962,7.715624809,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,1,1,-1.22853650547719,1,1,1,1
12S017001.SW,0,0,1,0.0138093,-0.0352415,0.000550553,-0.00203054,-0.0112163,0.00531343,-0.00595112,-0.00448393,-0.0112009,0.00687558,-12.64999962,7.715624809,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,1,1,-1.22191431855613,2,2,2,0
12S017301.SW,0,0,1,0.0158638,-0.0420394,0.00336803,-0.00518531,-0.0173905,0.00630959,-0.0134548,-0.01182,0.000179232,-9.33481e-05,-12.64999962,7.715624809,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,1,1,-1.21404876413846,1,1,1,1
12S018201.SW,0,0,1,0.00238714,-0.0275526,3.25164e-05,-0.0281796,-0.00345029,-0.00168702,-0.00848823,-0.00215169,0.0146202,-0.004259,-7.474999905,10.95625019,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,1,1,1,-1.12521097400118,2,2,1,0
12S025701.SW,0,0,1,0.0213641,-0.0436554,0.00147387,0.0114398,-0.0254709,0.00275182,-0.0121367,-0.0278329,-0.0209773,0.0133677,-7.674999714,10.8947916,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,1,2,1,-1.22432743739942,1,1,2,1
12S026401.SW,0,0,1,0.0188906,-0.0414184,-0.000198569,0.00910016,-0.0214647,0.0028848,-0.00881587,-0.0244221,-0.0239926,0.0129684,-7.674999714,10.8947916,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,1,2,1,-0.864372458631606,2,2,1,1
12S027001.SW,0,0,1,0.0191315,-0.0397787,0.000762347,0.00883931,-0.0208385,0.00152624,-0.010223,-0.0220094,-0.0259597,0.0153189,-7.674999714,10.8947916,21.02083397,1.325000048,259.5,54.5,11,69.4407959,137.75,34.5,112.25,37.25,18.21041679,46.33693695,801.0672607,31.625,-7.674999714,39.29999924,20.23333359,9.974999428,1924.75,19088.5208333333,3.60833340891667,0.669374989916667,1,1,2,1,2,1,-1.20787746734091,2,2,0,0
12S027901.SW,0,0,1,0.0169771,-0.0386614,0.00106141,0.00843307,-0.0221323,0.00260356,-0.00880251,-0.0180572,-0.0214898,0.0124209,-6.775000095,11.87395859,22.26250076,2.033333302,281.25,54.5,12.25,59.29758453,137.5,41.75,114.25,44.25,17.91458321,45.43974304,822.7731323,32.65000153,-6.775000095,39.42499924,21.45416641,11.27083397,1902,19159.6041666667,3.631250004,0.69812499475,1,1,2,1,2,1,-1.42515556825837,1,1,1,1
12S028501.SW,0,0,1,0.0193318,-0.0412811,-0.000195754,0.00753826,-0.0237958,0.00241163,-0.00936402,-0.0239198,-0.02308,0.0139197,-6.775000095,11.87395859,22.26250076,2.033333302,281.25,54.5,12.25,59.29758453,137.5,41.75,114.25,44.25,17.91458321,45.43974304,822.7731323,32.65000153,-6.775000095,39.42499924,21.45416641,11.27083397,1902,19159.6041666667,3.631250004,0.69812499475,1,1,2,1,2,1,-1.44804479429315,1,1,0,0
12S037601.SW,0,0,1,0.0210032,-0.0442674,0.000689982,0.010977,-0.0261871,0.00266827,-0.0124291,-0.0289507,-0.0276809,0.0165373,-7.125,11.87395859,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,1,1,1,-1.17223563410986,1,1,0,1
12S038201.SW,0,0,1,0.0211803,-0.0442353,6.94315e-05,0.0112542,-0.0254675,0.0033526,-0.0125625,-0.0297893,-0.0266966,0.016896,-7.125,11.87395859,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,1,1,1,-1.24188042617775,1,1,1,1
12S038301.SW,0,0,1,0.0212386,-0.044795,0.000673403,0.011356,-0.026785,0.00295922,-0.0138924,-0.031944,-0.0329125,0.0170775,-7.125,11.87395859,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,1,1,1,-1.09707789484084,2,2,1,1
12S038401.SW,0,0,1,0.0211412,-0.0443058,0.0010226,0.0117818,-0.0267074,0.00174242,-0.0147756,-0.0319754,-0.032307,0.0165484,-7.125,11.87395859,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,1,1,1,-1.09216269133927,2,2,1,1
12S038701.SW,0,0,1,0.021353,-0.044077,0.0016082,0.0114307,-0.0263627,0.00404363,-0.0114219,-0.0285235,-0.0272957,0.0151245,-7.125,11.87395859,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,2,1,1,1,1,1,-1.42212277977873,1,1,1,0
12S041401.SW,0,0,1,-0.00115339,-0.0112247,-0.00962193,0.0087308,0.00238317,-0.008494,-0.00104761,0.00286708,-0.00117517,0.0109586,4.300000191,20.98541641,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,1,2,1,-1.4322900464935,1,1,0,0
12S041901.SW,0,0,1,-0.00082962,-0.0103643,-0.0105137,0.00947349,0.00209942,-0.00602383,-0.000955585,0.00388049,-0.00015727,0.0101666,4.300000191,20.98541641,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,1,2,1,-1.04536730753236,2,2,0,1
12S042001.SW,0,0,1,-0.00274309,-0.00691042,-0.0112961,0.00747072,0.000755707,-0.00841366,-0.00245217,0.00484762,-0.00161906,0.014257,4.300000191,20.98541641,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,1,2,1,-1.1762699059139,1,1,0,1
12S049601.SW,0,0,1,0.0206837,-0.0441279,0.00203344,0.0119166,-0.0260902,0.00341354,-0.012895,-0.0304968,-0.0251674,0.0136089,-6.850000381,11.89791679,22.57083321,1.745833278,236.75,36.75,6,43.46084213,94.5,27.25,74,52,17.5,43.55950165,846.5690918,33.32500076,-6.850000381,40.17500305,21.97916603,15.44999981,1795,18832.0416666667,3.06041669858333,0.599999994083333,2,1,1,1,1,1,-1.43137993498078,1,1,0,0
12S050801.SW,0,0,1,0.0203084,-0.0444726,0.00089827,0.0116939,-0.0241487,0.00382055,-0.0117084,-0.030695,-0.0224492,0.0133756,-6.850000381,11.89791679,22.57083321,1.745833278,236.75,36.75,6,43.46084213,94.5,27.25,74,52,17.5,43.55950165,846.5690918,33.32500076,-6.850000381,40.17500305,21.97916603,15.44999981,1795,18832.0416666667,3.06041669858333,0.599999994083333,2,1,1,1,1,1,-1.47267782264192,1,1,0,1
13S001403.SW,0,0,1,0.0162364,-0.0510433,0.00642065,-0.0192922,-0.0203745,0.0185707,-0.0312096,0.00435555,0.0387135,-0.0428167,5.074999809,22.61249924,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,1,1,-1.47574012101941,1,1,1,1
13S001901.SW,0,0,1,0.0162263,-0.0486236,0.0059418,-0.0139255,-0.0224873,0.0201696,-0.0299483,0.00267387,0.0363632,-0.0413425,5.074999809,22.61249924,32.6875,12.94999981,105.5,16.75,1,56.0099411,41,5,23.75,41,15.52499962,42.01634216,811.0795898,41.59999847,4.650000095,36.95000076,12.94999981,26.14166641,87.25,19660.7083333333,3.33541665475,0.920416668083333,2,1,1,1,1,1,-1.43296970284635,1,1,1,0
13S005705.SW,0,0,1,8.42648e-05,-0.0159277,-0.00269571,-0.00740148,0.00105063,0.0109708,-0.00067896,0.0122794,-0.0155525,0.00733646,-9.300000191,10.92500019,21.31666565,0.483333349,279.25,54,11,58.64167404,134.75,35.25,121.25,35.5,18.16666794,43.64366531,850.8982544,32.32500076,-9.300000191,41.625,21.09166718,2.183333397,1804.5,18527.375,3.53125003966667,0.728333324166667,2,1,1,1,1,1,-0.773000676049145,0,0,1,1
13S006202.SW,0,0,1,0.0210286,-0.042595,0.000839991,0.0121829,-0.0254399,0.00376247,-0.0108772,-0.0237162,-0.0228958,0.0117257,-7.074999809,11.53854179,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,2,1,1,1,1,1,-1.25718131305034,1,1,0,1
13S007503.SW,0,0,1,0.0199122,-0.0413422,0.000343146,0.0116818,-0.0217263,0.00188151,-0.00782098,-0.0231299,-0.0220445,0.0149886,-7.074999809,11.53854179,22.52499962,0.962499976,213.75,31.75,6,38.92002487,80.75,28,63.75,46.75,16.62708282,41.56770706,873.814209,32.92500305,-7.074999809,40,21.77916718,15.47916603,1735.25,18631.375,2.96666663883333,0.602708327166667,2,1,1,1,1,1,-1.25250813081863,1,1,0,1
13S008605.SW,0,0,1,0.00538911,-0.014984,-0.00962328,0.02022,0.0104634,-0.0118185,0.0110716,0.00473337,-0.000841494,-0.0041735,9.300000191,24.34479141,29.92916679,18.29583359,582.5,162.75,4,116.2563171,420.25,16.75,338.5,69.75,16.32291603,55.09846115,482.4788818,38.92499924,9.300000191,29.625,29.29583359,23.60833359,186.75,18299.8125,1.93333333733333,1.59020833175,1,1,1,1,1,1,-1.30874270284819,1,1,1,1
13S009307.SW,0,0,1,0.0160148,-0.0337808,-0.00371789,0.0159422,-0.00795714,-0.00568476,0.00689258,-0.00644546,-0.0106547,0.00505032,4.300000191,20.98541641,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,1,2,1,-1.41358284607928,2,2,1,1
13S009310.SW,0,0,1,0.0147001,-0.0310708,-0.00350423,0.0175141,-0.00449888,-0.00465733,0.00859738,-0.003916,-0.0121111,0.00545327,4.300000191,20.98541641,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,2,1,1,1,2,1,-1.49236518919504,1,1,1,1
13S009401.SW,0,0,1,-0.00412096,-0.0208873,-0.00124743,-0.0342524,-0.00205209,-0.00350744,-0.00626818,0.0114005,0.0301562,-0.0159684,0.300000012,18.23645782,27.42083359,8.454166412,815.75,111,42,30.23351669,279,141.5,201.25,141.5,13.59375,39.20327759,770.329895,34.97499847,0.300000012,34.67500305,22.08333397,8.454166412,332.75,16919.8333333333,4.01458328966667,1.42708332341667,1,1,1,1,1,1,-1.344817196395,2,2,2,1
13S009901.SW,0,0,1,0.0134624,-0.000861269,-0.0022646,0.00870459,0.00667696,-0.00811532,0.0118891,0.00380295,0.018954,0.00197186,-2.275000095,12.29895878,16.98749924,7.266666889,849.25,205,8,104.3912964,567.75,29,481.25,88,17.91041565,62.29770279,402.644165,26.47500038,-2.275000095,28.75,16.55833435,9.566666603,2615.75,17822,3.28958332558333,0.715833336166667,1,1,3,1,1,1,-1.47651397991175,1,1,1,1
13S010005.SW,0,0,1,0.00745531,-0.0160543,-0.00917993,0.0227477,0.0114779,-0.0150016,0.0197184,0.00658227,0.00010058,-0.00551741,3.825000048,17.89687538,22.46249962,12.77916622,1120.5,277.75,9.25,93.13989258,677,50,625.75,171.25,16.78958321,59.49084091,403.6181946,32.04999924,3.825000048,28.22500038,21.92499924,17.63750076,1771.5,18182.7291666667,2.43541666866667,1.00062500933333,1,1,2,1,1,1,-1.26674624014735,1,1,1,1
13S010306.SW,0,0,1,0.0163209,-0.0109505,-0.00160054,0.0191784,0.0108892,-0.0125461,0.0352214,0.0106486,0.0474312,0.0367582,-1.5,14.49062538,20.16250038,8.545833588,705.25,174.25,11,94.06004333,434,39.25,397,98.75,18.41041565,58.2148056,476.3072815,30.125,-1.5,31.625,19.52083206,14.14166641,2253.5,18073.2708333333,3.02291665466667,0.773333330916667,1,1,2,1,1,1,-1.42679814606412,1,1,1,1
13S010702.SW,0,0,1,0.0168253,-0.00338382,-0.00284324,0.0123603,0.00775852,-0.00960446,0.0234954,0.00778163,0.0302343,0.0164147,0.699999988,16.03958321,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,1,1,-1.02307766616069,2,2,1,1
13S010704.SW,0,0,1,0.0180247,-0.00290809,-0.000683886,0.0085742,0.0060399,-0.0105122,0.0221063,0.00732517,0.0333624,0.0216191,0.699999988,16.03958321,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,1,1,-1.33316426772153,1,1,1,0
13S010906.SW,0,0,1,0.00274374,-0.0115892,-0.0120168,0.0173064,0.00901791,-0.0129291,0.0105534,0.00947773,-0.00463717,-0.00361303,8.324999809,24.39687538,30.06666565,18.32916641,577.25,164,1,118.7987518,420,11,341.25,69,17.40208244,57.38530731,489.6237793,38.65000153,8.324999809,30.32500076,29.69583321,23.19166565,78.5,18064.2083333333,1.98541669058333,1.6912499965,1,1,1,3,1,1,-1.17657190239629,2,2,0,1
13S012107.SW,0,0,1,0.0192644,0.000176712,-0.00107812,0.0122221,0.00335612,-0.00769855,0.0227733,0.00672748,0.033658,0.0297497,0.699999988,16.03958321,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,1,1,-1.45289273837798,1,1,1,1
13S012108.SW,0,0,1,0.0230988,0.00441849,0.0037842,0.00117947,-0.000586234,-0.00741141,0.0178732,0.00147115,0.024488,0.0315376,0.699999988,16.03958321,20.93333244,10.375,989,245.25,12,92.85877991,594,48,559,151,17.98749924,59.80929947,437.6339111,30.77499962,0.699999988,30.07500076,20.4375,16,1982,18081.75,2.59791670241667,0.928749993416667,1,1,2,1,1,1,-1.18021722869644,1,1,1,1
13S012602.SW,0,0,1,0.0125392,-0.00803028,-0.00394711,0.0112137,0.00483724,-0.00878411,0.0181813,0.00621342,0.0146886,0.00836571,-3.75,12.58645821,18.92916679,6.191666603,1052.5,270.25,14.25,97.72631836,637.75,52.75,614.25,175.5,17.74791718,56.03147888,523.5439453,27.92499924,-3.75,31.67499924,18.39999962,11.85416603,2197.5,18427.2291666667,3.04583334916667,0.758333332833333,1,1,2,1,1,1,-1.46851938410324,1,1,1,1
13S012608.SW,0,0,1,0.0132544,-0.00662983,-0.00306923,0.0101507,0.0073331,-0.00964562,0.0185534,0.00815199,0.0171514,0.0120006,-3.75,12.58645821,18.92916679,6.191666603,1052.5,270.25,14.25,97.72631836,637.75,52.75,614.25,175.5,17.74791718,56.03147888,523.5439453,27.92499924,-3.75,31.67499924,18.39999962,11.85416603,2197.5,18427.2291666667,3.04583334916667,0.758333332833333,1,1,2,1,1,1,-1.35632052309998,1,1,1,1
13S012901.SW,0,0,1,0.0063353,-0.0141897,-0.00978745,0.0207363,0.0125121,-0.00791058,0.0152231,0.00824102,-0.00342592,-0.00282416,6.974999905,21.95833397,26.74583435,16.15416718,933.5,235.75,8,94.87506104,570,44.25,528.25,137,16.55833244,55.51993561,444.1154175,36.79999924,6.974999905,29.82500076,25.85416794,22.28750038,1018.25,18217.4583333333,2.08124996225,1.2664583375,1,1,2,1,1,1,-0.981294160043664,1,1,1,1
13S012905.SW,0,0,1,0.0119861,-0.0120097,-0.00559299,0.0195953,0.0108053,-0.012665,0.0216655,0.00826076,0.0103466,0.0029194,6.974999905,21.95833397,26.74583435,16.15416718,933.5,235.75,8,94.87506104,570,44.25,528.25,137,16.55833244,55.51993561,444.1154175,36.79999924,6.974999905,29.82500076,25.85416794,22.28750038,1018.25,18217.4583333333,2.08124996225,1.2664583375,1,1,2,1,1,1,-1.47089458966423,1,1,0,1
13S013502.SW,0,0,1,0.0199768,0.00209712,-0.000278348,0.00939507,0.00532899,-0.00919861,0.0184495,0.0030355,0.0198109,0.0111971,-1.100000024,15.3125,20.83333397,9.350000381,858,203.5,13,97.58953857,543,40,484,95.75,19.11249924,58.7173996,471.3955688,31.45000076,-1.100000024,32.54999924,19.98333359,15.4375,2263.25,17900.6041666667,3.0104166865,0.78958333025,1,1,1,1,1,1,-1.12582095454063,1,1,2,1
13S013504.SW,0,0,1,0.0161974,0.00168867,-0.00150287,0.00819341,0.00726665,-0.00394704,0.0215336,0.00970797,0.0108227,0.0146982,-1.100000024,15.3125,20.83333397,9.350000381,858,203.5,13,97.58953857,543,40,484,95.75,19.11249924,58.7173996,471.3955688,31.45000076,-1.100000024,32.54999924,19.98333359,15.4375,2263.25,17900.6041666667,3.0104166865,0.78958333025,1,1,1,1,1,1,-1.25705069553027,2,2,1,1
13S014002.SW,0,0,1,0.0176343,-0.0108386,-0.0033063,0.019558,0.00943797,-0.0170391,0.0389188,0.00896074,0.0499,0.0365261,-4.949999809,11.8708334,18.95000076,4.829166412,648,165.5,11.5,90.37003326,382.75,41.75,354,111.75,18.47083282,54.80881882,578.7252197,28.75,-4.949999809,33.70000076,18.3125,11.17916679,2087.5,18600.0833333333,3.11874999591667,0.732500001666667,1,1,1,1,1,1,-0.918190684488125,0,0,1,1
13S014402.SW,0,0,1,0.0181446,0.000325127,0.000619754,0.00880176,0.00554054,-0.00664192,0.0226004,0.00594523,0.0217776,0.0278653,-3.599999905,12.69479179,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,1,1,2,1,1,1,-1.14908971565281,0,0,1,1
13S014403.SW,0,0,1,0.0174858,-0.001979,-0.00225728,0.0129001,0.00672885,-0.00803839,0.0225848,0.00945083,0.0322423,0.0181946,-3.599999905,12.69479179,18.92083359,6.362500191,923,218,13,89.40423584,543.25,54.75,502,158,18.07291603,56.56621552,516.4725952,28.34999847,-3.599999905,31.95000076,18.35833359,12.09166718,2252.25,18321.6458333333,3.06249999991667,0.749583328583333,1,1,2,1,1,1,-1.03214832976782,1,1,1,1
13S014705.SW,0,0,1,0.0104222,-0.0133773,-0.0093344,0.0185828,0.0115552,-0.0113192,0.0202435,0.00647659,0.0138915,0.00872806,2.375,16.57395935,21.73749924,11.28333378,1009,242,10.5,91.3627243,603,49.5,556.75,163,16.83958435,58.47190857,434.3205872,31.17499924,2.375,28.79999924,21.1875,15.94999981,2136.75,18332.9791666667,2.76666667075,0.828958317666667,1,1,2,1,1,1,-1.57072539978025,1,1,0,1
13S015205.SW,0,0,1,0.0163242,-0.00798655,-0.00286407,0.016942,0.00865997,-0.0143072,0.0334005,0.00836729,0.0441069,0.0318246,-2.099999905,13.375,19.04583359,7.570833206,749.5,179.75,12,89.83076477,447.25,43,410.5,115.75,17.875,58.03647614,470.8904114,28.70000076,-2.099999905,30.79999924,18.46666718,12.82916641,2377.25,18114.2291666667,3.14583329383333,0.736041660083333,1,1,3,1,1,1,-1.50941313386124,1,1,1,1
