Name,KMeans_Ab10,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,S10_71197305,S10_71198303,S3_192484757,S3_192486778,S3_192562582,S4_193239638,S4_193239646,S4_193239658,S8_73817047,S9_29026157,S9_29026173
12S004501.SW,1,0,0.0204613,-0.0438013,0.000471727,0.00847269,0.0289063,0.00211562,-0.0132044,-0.0276894,-0.0223983,0.016935,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,0,0,2,2,2,0,0,0,0,1,1
12S004801.SW,1,0,0.0204671,-0.0448985,0.00158641,0.0101724,0.0285856,-0.000595711,-0.0165172,-0.0289266,-0.0276697,0.016947,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,1,0,1,0,2,0,0,0,0,0,0
12S004901.SW,0,0,0.0204304,-0.0446523,0.00141781,0.0108141,0.0269853,-0.00112079,-0.0194537,-0.0301536,-0.0262784,0.0183227,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,1,0,1,0,2,0,0,0,0,0,1
12S005001.SW,0,0,0.0203899,-0.0440586,0.00198591,0.00794507,0.0280546,-0.000282229,-0.015534,-0.0272005,-0.0230603,0.0154979,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,1,0,1,0,2,0,0,0,0,0,1
12S005201.SW,0,0,-0.00444909,-0.0106961,-0.00863847,-0.00819368,0.000144646,-0.00148501,-0.0206479,0.00410771,0.0150318,0.0080406,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,1,2,NA,0,0,0,NA,0,0,2,0
12S005401.SW,0,0,-0.00394767,-0.0109371,-0.00920674,-0.00843841,0.00219049,-0.00233739,-0.0223436,0.00813254,0.0210349,0.0105363,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,1,2,0,0,0,0,0,0,0,2,1
12S005501.SW,0,0,-0.00292393,-0.0128529,-0.00706915,-0.00776079,0.00128671,-0.00127826,-0.019182,0.00869337,0.011819,0.0124386,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0
12S006001.SW,0,0,-0.00203898,-0.0166544,-0.00470614,-0.0156972,0.000191516,-0.00220505,-0.0191166,0.0090372,0.0207561,0.00262768,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,0,1,0,0,1,0,NA,0,0,1,1
12S006101.SW,0,0,-0.00110714,-0.0174712,-0.00732289,-0.00963101,0.00570647,-0.000598518,-0.0211926,0.00611945,0.0148547,0.00799607,22.72916794,1.491666794,215,32.75,6,40.46598816,83.25,27.25,65.25,47,17.63958359,43.28723907,861.5127563,33.625,-7.125,40.75,22.04166794,15.66250038,1714.75,18735.4791666667,2.97291664275,0.611041657583333,Good,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
12S006901.SW,0,1,0.013158,-0.0328258,-0.00400705,0.0211139,0.00468617,-0.00941861,0.0107013,-0.00581288,-0.00265016,0.0139164,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,Good,1,1,1,2,1,0,0,2,0,2,0,0,0,0,0,2
12S007001.SW,0,0,0.0135612,-0.0316479,-0.00462902,0.0197709,0.00525838,-0.0105516,0.0090483,-0.0111035,-0.0122056,0.00488293,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,Good,1,1,1,2,1,0,0,2,0,2,0,0,0,0,1,2
12S007301.SW,0,1,0.0133545,-0.0320994,-0.00490783,0.0204491,0.00373586,-0.0105289,0.00955178,-0.00689341,-0.0038523,0.0119946,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,Good,1,1,1,2,1,0,0,2,1,2,0,0,0,0,0,2
12S007701.SW,0,1,0.0137359,-0.0319513,-0.00440336,0.0218181,0.00511753,-0.00925756,0.0112748,-0.00788971,-0.0041794,0.0101374,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,Good,1,1,1,2,1,0,0,2,2,2,0,0,0,0,1,2
12S007801.SW,0,1,0.0137275,-0.0313277,-0.00360373,0.021166,0.00625265,-0.0115801,0.0128608,-0.00618884,-0.0073789,0.0120702,30.27083206,12.23750019,313.5,57,5,61.06216049,144.75,20,117.75,76.75,15.35000038,45.14706039,745.2995605,38.29999924,4.300000191,34,29.67499924,24.375,757.5,19324.5208333333,2.89166665083333,0.849166671333333,Good,1,1,1,2,1,0,0,2,0,2,0,0,0,0,0,2
12S008101.SW,0,0,0.00382153,-0.0297231,0.00274658,-0.0238213,0.00741188,0.000352732,-0.0116778,0.00501236,0.0209823,-0.0209826,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,Good,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1
12S008401.SW,0,0,0.00310655,-0.0301894,0.00386777,-0.0260893,0.00714591,0.000855549,-0.0112283,0.00493238,0.0201552,-0.0210014,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,Good,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1
12S008701.SW,0,0,0.00175424,-0.0280844,0.00268733,-0.0290879,0.00549478,-0.00139598,-0.0097312,0.00625035,0.0208294,-0.023943,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,Good,1,2,1,1,1,1,1,0,0,1,0,0,0,0,2,1
12S008801.SW,0,0,0.0034022,-0.0299872,0.00218376,-0.0248949,0.00784883,-0.00101008,-0.0110296,0.00459965,0.0223874,-0.0237612,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,Good,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1
12S009501.SW,0,0,0.00264846,-0.0298276,0.0017314,-0.0265949,0.00629722,-0.000317558,-0.00847536,0.00460948,0.0195122,-0.0180298,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,Good,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1
12S009801.SW,1,0,0.0134681,-0.0370747,0.00306026,-0.00219485,0.0168798,0.00120676,-0.0147609,-0.0159218,-0.00926987,0.00459132,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,1,0,2,0,2,0,0,0,0,2,0
12S009901.SW,0,0,0.0194461,-0.0417753,0.00170123,0.00903902,0.0284655,-0.000106309,-0.0155423,-0.0267481,-0.0139851,0.0174611,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,1,1,2,0,2,0,0,0,0,0,1
12S010201.SW,0,0,0.0135468,-0.0354218,0.00204065,-0.000584696,0.0186634,-0.00114973,-0.0123025,-0.0148539,-0.0133111,0.00633777,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,1,0,2,0,2,0,0,0,0,2,0
12S010401.SW,0,0,0.0196091,-0.0425064,0.000873555,0.0081796,0.0247162,0.00119337,-0.0141636,-0.0270389,-0.020272,0.0188196,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,0,0,2,0,2,1,0,1,0,0,0
12S011001.SW,0,0,0.0189173,-0.0432316,0.00145998,0.00797862,0.0257107,0.00204215,-0.0172153,-0.0278277,-0.0211329,0.0168325,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,Good,1,1,1,2,1,1,2,2,0,2,0,0,0,0,1,0
12S013801.SW,0,0,0.0217025,-0.0454936,0.00330883,0.00719651,0.028498,0.00321275,-0.0149692,-0.0259856,-0.0153445,0.0120653,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,Good,1,3,1,1,1,2,2,1,0,1,0,0,0,0,1,1
12S013901.SW,0,1,0.0214974,-0.0454746,0.00364188,0.00802039,0.0272578,0.00222431,-0.0138278,-0.024819,-0.0090243,0.0177423,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,Good,1,3,1,1,1,2,1,1,0,1,0,0,0,1,0,1
12S014001.SW,0,1,0.0211655,-0.0443116,0.00300241,0.00815941,0.0280922,0.00197405,-0.014619,-0.0254632,-0.0092116,0.0139286,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,Good,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0
12S014101.SW,0,1,0.0207978,-0.045922,0.00280477,0.00920242,0.0277039,0.00127066,-0.0123855,-0.0265385,-0.0111677,0.0177581,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,Good,1,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1
12S014301.SW,0,0,0.0216802,-0.0449693,0.00407971,0.00758876,0.0286578,0.00145039,-0.0128928,-0.0260439,-0.0159724,0.0111417,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,Good,1,3,1,1,1,0,0,1,0,1,0,0,0,0,0,1
12S016201.SW,0,1,0.0149547,-0.0405525,0.00243823,-0.00669403,0.0170727,0.00359099,-0.010462,-0.0080123,0.00758175,0.00785041,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,Good,1,2,1,1,1,2,2,1,0,1,0,0,0,0,1,1
12S016301.SW,0,0,0.0144609,-0.0406517,0.00467276,-0.00486592,0.0181051,0.00361391,-0.0115466,-0.0123199,-0.00504654,0.00397451,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,Good,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12S016601.SW,0,1,0.0112224,-0.0305099,0.000661218,-0.00298155,0.00914373,0.00864763,-0.00442659,-0.00270783,-0.00810035,0.0132173,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,Good,1,2,1,1,1,0,0,0,1,0,1,1,1,0,0,2
12S017001.SW,0,1,0.0136038,-0.0354533,0.00140524,-0.00243315,0.0116793,0.00332146,-0.00510293,-0.00115274,-0.00393301,0.0139239,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,Good,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
12S017301.SW,0,1,0.0155764,-0.0425364,0.00407309,-0.00549477,0.0185674,0.00408423,-0.0116438,-0.0087338,0.00645248,0.0025976,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,Good,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
12S017601.SW,0,0,0.00345865,-0.0278676,0.00193525,-0.0261444,0.00532366,-0.00165128,-0.0110402,0.000818985,0.0114184,-0.0127412,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,Good,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0
12S018001.SW,0,0,0.000505247,-0.0258222,0.00277401,-0.0286513,0.00282309,-0.00357324,-0.00743065,-0.00183141,0.017624,-0.0101275,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,Good,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
12S018201.SW,0,1,0.00247989,-0.0278656,0.000913683,-0.0273177,0.00242501,-0.00269562,-0.00589749,-0.000105876,0.0170555,-0.0043573,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,Good,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1
12S018401.SW,0,0,-0.000155291,-0.0227101,0.00211464,-0.0261446,0.00218811,-0.000460456,-0.00427956,0.00185906,0.00966859,-0.00350388,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,Good,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0
12S018701.SW,0,0,0.00211616,-0.0279958,0.00251696,-0.0273754,0.0053578,-0.00120085,-0.00747488,-0.000129243,0.0110003,-0.0126208,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,Good,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
12S019401.SW,1,0,0.019228,-0.0427563,0.000736784,0.00829603,0.0260023,0.00195175,-0.0166519,-0.0261894,-0.0182281,0.0199843,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,Good,1,1,1,1,1,0,0,2,2,2,1,1,1,0,1,1
12S019601.SW,0,0,0.019797,-0.0423319,0.000542516,0.00993154,0.0267489,-0.000876194,-0.0149547,-0.0246304,-0.0219417,0.0132298,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,Good,1,1,1,1,1,0,0,2,2,2,0,0,0,0,1,1
12S019801.SW,1,0,0.0189111,-0.041588,0.00134544,0.00757168,0.0226022,0.000169104,-0.0154545,-0.0250543,-0.0170831,0.0185235,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,Good,1,1,1,1,1,0,0,1,2,1,1,1,1,0,1,1
12S020001.SW,1,0,0.0199933,-0.0414748,0.00230283,0.00741244,0.0232115,-0.000480432,-0.0141065,-0.0257977,-0.0192521,0.0165793,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,Good,1,1,1,1,1,0,0,2,1,2,0,0,0,0,1,0
