Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
12S006901.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S007001.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S007301.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S007701.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S007801.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S008101.SW,Swarts_etal_2017,PI_213728:Apache,US - Athabaskan,Landrace,Unknown,Unknown,33.22,110.25,1067,NA,NA,NA,NA
12S008401.SW,Swarts_etal_2017,PI_213728:Apache,US - Athabaskan,Landrace,Unknown,Unknown,33.22,110.25,1067,NA,NA,NA,NA
12S008701.SW,Swarts_etal_2017,PI_213728:Apache,US - Athabaskan,Landrace,Unknown,Unknown,33.22,110.25,1067,NA,NA,NA,NA
12S008801.SW,Swarts_etal_2017,PI_213728:Apache,US - Athabaskan,Landrace,Unknown,Unknown,33.22,110.25,1067,NA,NA,NA,NA
12S009501.SW,Swarts_etal_2017,PI_213728:Apache,US - Athabaskan,Landrace,Unknown,Unknown,33.22,110.25,1067,NA,NA,NA,NA
12S009801.SW,Swarts_etal_2017,PI_218131:Cochiti,US - Puebloan (East),Landrace,Unknown,Unknown,35.608,-106.347,1606,NA,NA,NA,NA
12S009901.SW,Swarts_etal_2017,PI_218131:Cochiti,US - Puebloan (East),Landrace,Unknown,Unknown,35.608,-106.347,1606,NA,NA,NA,NA
12S010201.SW,Swarts_etal_2017,PI_218131:Cochiti,US - Puebloan (East),Landrace,Unknown,Unknown,35.608,-106.347,1606,NA,NA,NA,NA
12S010401.SW,Swarts_etal_2017,PI_218131:Cochiti,US - Puebloan (East),Landrace,Unknown,Unknown,35.608,-106.347,1606,NA,NA,NA,NA
12S011001.SW,Swarts_etal_2017,PI_218131:Cochiti,US - Puebloan (East),Landrace,Unknown,Unknown,35.608,-106.347,1606,NA,NA,NA,NA
12S011401.SW,Swarts_etal_2017,PI_218133:New_Mexico_Mesita,US - Puebloan (East),Landrace,Unknown,Unknown,35.006053,-107.316732,1728,NA,NA,NA,NA
12S011601.SW,Swarts_etal_2017,PI_218133:New_Mexico_Mesita,US - Puebloan (East),Landrace,Unknown,Unknown,35.006053,-107.316732,1728,NA,NA,NA,NA
12S011701.SW,Swarts_etal_2017,PI_218133:New_Mexico_Mesita,US - Puebloan (East),Landrace,Unknown,Unknown,35.006053,-107.316732,1728,NA,NA,NA,NA
12S012401.SW,Swarts_etal_2017,PI_218133:New_Mexico_Mesita,US - Puebloan (East),Landrace,Unknown,Unknown,35.006053,-107.316732,1728,NA,NA,NA,NA
12S012501.SW,Swarts_etal_2017,PI_218133:New_Mexico_Mesita,US - Puebloan (East),Landrace,Unknown,Unknown,35.006053,-107.316732,1728,NA,NA,NA,NA
12S012601.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S012801.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S012901.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S013001.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S013401.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S013801.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA
12S013901.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA
12S014001.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA
12S014101.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA
12S014301.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA
12S014701.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S014801.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S015401.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S015501.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S016001.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.746069,-105.922108,2060,NA,NA,NA,NA
12S016201.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA
12S016301.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA
12S016601.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA
12S017001.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA
12S017301.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA
12S017601.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA
12S018001.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA
12S018201.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA
12S018401.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA
12S018701.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA
12S019401.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA
12S019601.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA
12S019801.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA
12S020001.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA
12S020401.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA
12S020601.SW,Swarts_etal_2017,PI_218157:Santa_Clara,US - Puebloan (East),Landrace,Unknown,Unknown,35.5816,-106.0521,1709,NA,NA,NA,NA
12S020801.SW,Swarts_etal_2017,PI_218157:Santa_Clara,US - Puebloan (East),Landrace,Unknown,Unknown,35.5816,-106.0521,1709,NA,NA,NA,NA
12S020901.SW,Swarts_etal_2017,PI_218157:Santa_Clara,US - Puebloan (East),Landrace,Unknown,Unknown,35.5816,-106.0521,1709,NA,NA,NA,NA
12S021301.SW,Swarts_etal_2017,PI_218157:Santa_Clara,US - Puebloan (East),Landrace,Unknown,Unknown,35.5816,-106.0521,1709,NA,NA,NA,NA
12S022001.SW,Swarts_etal_2017,PI_218157:Santa_Clara,US - Puebloan (East),Landrace,Unknown,Unknown,35.5816,-106.0521,1709,NA,NA,NA,NA
12S022301.SW,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA
12S022401.SW,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA
12S022501.SW,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA
12S022701.SW,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA
12S023401.SW,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA
12S024301.SW,Swarts_etal_2017,PI_218160:Navajo,US - Athabaskan,Landrace,Unknown,Unknown,navajo,navajo,1829,NA,NA,NA,NA
12S024401.SW,Swarts_etal_2017,PI_218160:Navajo,US - Athabaskan,Landrace,Unknown,Unknown,navajo,navajo,1829,NA,NA,NA,NA
12S024601.SW,Swarts_etal_2017,PI_218160:Navajo,US - Athabaskan,Landrace,Unknown,Unknown,navajo,navajo,1829,NA,NA,NA,NA
12S024801.SW,Swarts_etal_2017,PI_218160:Navajo,US - Athabaskan,Landrace,Unknown,Unknown,navajo,navajo,1829,NA,NA,NA,NA
12S024901.SW,Swarts_etal_2017,PI_218160:Navajo,US - Athabaskan,Landrace,Unknown,Unknown,navajo,navajo,1829,NA,NA,NA,NA
12S025401.SW,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S025501.SW,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S025601.SW,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S025701.SW,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S025901.SW,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S026301.SW,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S026401.SW,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S026701.SW,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S027001.SW,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S027201.SW,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA
12S027901.SW,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA
12S028501.SW,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA
12S028601.SW,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA
12S028801.SW,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA
12S029001.SW,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA
12S029101.SW,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.111741,-111.220699,1456,NA,NA,NA,NA
12S029201.SW,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.111741,-111.220699,1456,NA,NA,NA,NA
12S029501.SW,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.111741,-111.220699,1456,NA,NA,NA,NA
12S029701.SW,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.111741,-111.220699,1456,NA,NA,NA,NA
12S029801.SW,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.111741,-111.220699,1456,NA,NA,NA,NA
12S030601.SW,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S030701.SW,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S031101.SW,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S031501.SW,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S032001.SW,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S032101.SW,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
12S032201.SW,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
12S033301.SW,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
12S033401.SW,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
12S033501.SW,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
12S033601.SW,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
12S034301.SW,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
12S034401.SW,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
12S034601.SW,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
12S035001.SW,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
12S035601.SW,Swarts_etal_2017,PI_420245:Sinaloa,N.Mexico Unknown,Landrace,Unknown,Unknown,Sinaloa,Sinaloa,NA,NA,NA,NA,NA
12S035701.SW,Swarts_etal_2017,PI_420245:Sinaloa,N.Mexico Unknown,Landrace,Unknown,Unknown,Sinaloa,Sinaloa,NA,NA,NA,NA,NA
12S035801.SW,Swarts_etal_2017,PI_420245:Sinaloa,N.Mexico Unknown,Landrace,Unknown,Unknown,Sinaloa,Sinaloa,NA,NA,NA,NA,NA
12S035901.SW,Swarts_etal_2017,PI_420245:Sinaloa,N.Mexico Unknown,Landrace,Unknown,Unknown,Sinaloa,Sinaloa,NA,NA,NA,NA,NA
12S036201.SW,Swarts_etal_2017,PI_420245:Sinaloa,N.Mexico Unknown,Landrace,Unknown,Unknown,Sinaloa,Sinaloa,NA,NA,NA,NA,NA
12S037001.SW,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S037201.SW,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S037301.SW,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S037401.SW,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S037501.SW,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S037601.SW,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S038201.SW,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S038301.SW,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S038401.SW,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S038701.SW,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA
12S039101.SW,Swarts_etal_2017,PI_420251:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S039301.SW,Swarts_etal_2017,PI_420251:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S039901.SW,Swarts_etal_2017,PI_420251:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S040001.SW,Swarts_etal_2017,PI_420251:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S040301.SW,Swarts_etal_2017,PI_420251:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S040701.SW,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S041401.SW,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S041501.SW,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S041901.SW,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S042001.SW,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
12S042301.SW,Swarts_etal_2017,PI_474206:Sonora,N.Mexico Unknown,Landrace,Unknown,Unknown,Sonora,Sonora,NA,NA,NA,NA,NA
12S042401.SW,Swarts_etal_2017,PI_474206:Sonora,N.Mexico Unknown,Landrace,Unknown,Unknown,Sonora,Sonora,NA,NA,NA,NA,NA
12S042701.SW,Swarts_etal_2017,PI_474206:Sonora,N.Mexico Unknown,Landrace,Unknown,Unknown,Sonora,Sonora,NA,NA,NA,NA,NA
12S042901.SW,Swarts_etal_2017,PI_474206:Sonora,N.Mexico Unknown,Landrace,Unknown,Unknown,Sonora,Sonora,NA,NA,NA,NA,NA
12S043401.SW,Swarts_etal_2017,PI_474206:Sonora,N.Mexico Unknown,Landrace,Unknown,Unknown,Sonora,Sonora,NA,NA,NA,NA,NA
12S043901.SW,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
12S044001.SW,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
12S044201.SW,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
12S044301.SW,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
12S044701.SW,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
12S045201.SW,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S045601.SW,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S045801.SW,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S046101.SW,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S046201.SW,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S047001.SW,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S047601.SW,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
12S047701.SW,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,chihuahua,chihuahua,NA,NA,NA,NA,NA
