Name,KMeans_Ab10,KMeans_BChrom,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev,srad,wind,vapr,sq1_simp,sq2_simp,sq3_simp,sq4_simp,sq5_simp,sq6_simp,S3_5366715,S3_5366738,S3_211286197,S4_248470517,S6_124809142
12S008701.SW,0,0,0.00262473,-0.0293029,0.00166094,-0.0274605,-0.00521104,-0.000246556,-0.0102065,0.00465774,0.025513,-0.0197584,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,1,Good,1,0,0,0,1,0
12S008801.SW,0,0,0.0037464,-0.0305863,0.00111109,-0.0244405,-0.00676176,9.71504e-05,-0.011242,0.00466085,0.0264427,-0.0190436,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,1,Good,1,0,0,0,1,0
12S009501.SW,0,0,0.00375271,-0.0311863,0.000722318,-0.024526,-0.00571791,0.000326959,-0.0094976,0.00344361,0.0233103,-0.0143259,23.34166718,2.383333445,859.75,162.5,10,69.4800415,410,36,382.75,36,9.714583397,30.14577484,843.1680298,28.625,-3.599999905,32.22499847,22.18333435,2.383333445,941.5,13775.5833333333,2.11875001591667,1.1227083555,1,1,2,1,Good,1,0,0,0,2,0
12S009801.SW,1,0,0.0138527,-0.0373311,0.00192138,-0.00172567,-0.0150701,0.00284826,-0.0120225,-0.0173289,-0.0123795,0.00455901,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,1,Good,1,0,0,0,0,0
12S009901.SW,0,0,0.0199131,-0.0423776,0.00170523,0.0110264,-0.0269408,0.00308018,-0.0128425,-0.0264636,-0.0166396,0.0159862,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,1,Good,1,1,0,1,0,0
12S010201.SW,0,0,0.0140079,-0.0359491,0.0011735,-0.000192999,-0.0175761,0.00113323,-0.0107621,-0.0148703,-0.0142399,0.00449879,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,1,Good,1,0,0,0,1,0
12S010401.SW,0,0,0.0201202,-0.0427126,0.000500754,0.0102471,-0.0229445,0.0038443,-0.0108265,-0.026544,-0.0236077,0.0156636,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,1,Good,1,1,0,0,0,0
12S011001.SW,0,0,0.0194609,-0.0439177,0.000968911,0.0097118,-0.0231456,0.00420489,-0.0135771,-0.0274997,-0.0235442,0.0130473,22.77916718,1.579166651,272.25,49.75,11,51.59737396,123.25,38,109.25,38,17.59583282,43.17988586,861.1633301,33.20000076,-7.550000191,40.75,22.05416679,1.579166651,1595.25,18905.6458333333,3.41666670641667,0.7797916605,1,1,1,1,Good,1,1,0,0,0,0
12S013801.SW,0,0,0.0220181,-0.0454573,0.00255693,0.0088139,-0.0256467,0.00554946,-0.0120295,-0.0259441,-0.0174325,0.0110043,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,1,Good,1,0,0,1,0,0
12S013901.SW,0,1,0.0215284,-0.0447706,0.00307965,0.00864281,-0.0252623,0.00448096,-0.0135781,-0.0269368,-0.0187738,0.0112606,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,1,Good,1,1,0,0,1,1
12S014001.SW,0,1,0.0217749,-0.0440822,0.00264665,0.00861169,-0.0265264,0.00435771,-0.0136986,-0.0274229,-0.0154538,0.00899167,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,1,Good,1,0,1,0,1,0
12S014101.SW,0,1,0.0210624,-0.045588,0.00246336,0.00979762,-0.0266069,0.00434439,-0.0117746,-0.0281749,-0.0200612,0.0125968,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,1,Good,1,1,0,2,1,1
12S014301.SW,0,0,0.0221427,-0.0453912,0.00325719,0.00858495,-0.0268432,0.00421168,-0.0108239,-0.0254297,-0.0189896,0.0101156,12.38749981,-4.495833397,637.25,109.25,32.25,47.1579361,267.5,105,263,105.75,15.63541603,44.32399368,694.6364746,21.97500038,-13.30000019,35.27499771,11.97500038,-3.3125,2967.25,17917.875,5.10833338908333,0.4985416695,1,1,3,1,Good,1,0,0,2,0,0
12S016201.SW,0,1,0.0151321,-0.0405223,0.00115743,-0.00658669,-0.0171021,0.00497977,-0.0112774,-0.0112924,-0.000488882,0.0032266,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,Good,1,1,0,0,0,0
12S016301.SW,0,0,0.0148389,-0.0403417,0.00360643,-0.00395915,-0.0151619,0.00440616,-0.0103776,-0.0124734,-0.00626089,0.00350583,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,Good,1,0,0,0,0,0
12S016601.SW,0,1,0.0109204,-0.030139,3.95995e-05,-0.00338765,-0.0075165,0.00875331,-0.00468171,-0.00285464,-0.0138989,0.00530184,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,Good,1,0,1,0,0,1
12S017001.SW,0,1,0.0138093,-0.0352415,0.000550553,-0.00203054,-0.0112163,0.00531343,-0.00595112,-0.00448393,-0.0112009,0.00687558,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,Good,1,0,2,2,1,0
12S017301.SW,0,1,0.0158638,-0.0420394,0.00336803,-0.00518531,-0.0173905,0.00630959,-0.0134548,-0.01182,0.000179232,-9.33481e-05,17.88750076,-2.695833206,350.75,59,14.75,46.02882385,148,47.75,141.25,47.75,17.53541756,42.66473007,833.4454346,28.45000076,-12.64999962,41.09999847,17.38333321,-2.695833206,2185.25,18139.6666666667,3.92916665475,0.631875001,1,1,2,1,Good,1,0,1,0,2,1
12S017601.SW,0,0,0.00358163,-0.02836,0.000984861,-0.0262575,-0.00480681,-0.00122357,-0.0110106,0.000922558,0.0126334,-0.0097306,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,1,Good,1,2,0,0,0,0
12S018001.SW,0,0,0.000768196,-0.0259793,0.0016844,-0.0284969,-0.00350895,-0.00228873,-0.00876443,-0.000520394,0.0220391,-0.00633161,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,1,Good,1,2,0,0,0,0
12S018201.SW,0,1,0.00238714,-0.0275526,3.25164e-05,-0.0281796,-0.00345029,-0.00168702,-0.00848823,-0.00215169,0.0146202,-0.004259,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,1,Good,1,0,1,0,1,0
12S018401.SW,0,0,6.99728e-05,-0.0236669,0.00112947,-0.0265808,-0.00265215,0.000459014,-0.00608163,0.00296819,0.0118166,-0.0038826,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,1,Good,1,2,0,0,0,0
12S018701.SW,0,0,0.00251806,-0.0288782,0.00125855,-0.0270169,-0.00568013,0.000116429,-0.00887648,-0.000167097,0.0149956,-0.010146,21.57083321,0.674999952,356.5,61.25,17,48.93502045,158.5,55,141.75,55,16.71666718,42.72616959,847.5853271,31.64999962,-7.474999905,39.125,20.56666565,0.674999952,1951.5,18981.875,3.89166667066667,0.72687498225,1,1,1,1,Good,1,2,0,0,0,0
12S019401.SW,1,0,0.0194623,-0.0428553,0.000326417,0.00851687,-0.0234676,0.00451512,-0.0125136,-0.027577,-0.0237558,0.0170715,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,1,1,1,1,Good,1,0,0,0,0,0
12S019601.SW,0,0,0.0201835,-0.042691,0.000297474,0.0123036,-0.0258143,0.00225072,-0.0120031,-0.0246661,-0.0241484,0.00929275,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,1,1,1,1,Good,1,0,0,0,0,0
12S019801.SW,1,0,0.0192716,-0.0420055,0.00100607,0.00794602,-0.0205842,0.00169387,-0.0107294,-0.0278556,-0.0229599,0.0174656,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,1,1,1,1,Good,1,0,0,0,0,0
12S020001.SW,1,0,0.0204534,-0.0416626,0.00159039,0.00882107,-0.0210808,0.000878741,-0.0108026,-0.0273687,-0.0246936,0.0148209,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,1,1,1,1,Good,1,0,0,0,0,0
12S020401.SW,1,0,0.0187848,-0.0425312,0.00153847,0.00816619,-0.0225743,0.0030259,-0.0120842,-0.0259371,-0.027071,0.0147315,20.78750038,0.224999994,405,68.5,19.25,48.81445313,179.25,64.5,162.25,64.5,16.60416794,42.76656723,834.2924805,30.92499924,-7.900000095,38.82500076,19.81666756,0.224999994,2086.25,18801.4375,4.01249994841667,0.699999995583333,1,1,1,1,Good,1,0,0,0,0,0
12S020601.SW,0,0,0.020352,-0.043941,0.00234813,0.00791693,-0.0244087,0.0023428,-0.0128783,-0.0224956,-0.0214782,0.0116921,21.47083282,0.404166609,343.25,63.5,14,56.80876923,164,47.5,147.5,52,17.85416603,43.54677963,855.854126,32.15000153,-8.850000381,41,20.73333359,5.824999809,1909.25,18838.7291666667,3.78958336516667,0.717499986166667,1,1,2,1,Good,1,2,0,0,0,0
12S020801.SW,0,0,0.019257,-0.0413662,0.00160326,0.00887274,-0.0218128,0.00611517,-0.00973115,-0.0225785,-0.0243588,0.0126155,21.47083282,0.404166609,343.25,63.5,14,56.80876923,164,47.5,147.5,52,17.85416603,43.54677963,855.854126,32.15000153,-8.850000381,41,20.73333359,5.824999809,1909.25,18838.7291666667,3.78958336516667,0.717499986166667,1,1,2,1,Good,1,2,0,0,0,0
12S020901.SW,0,0,0.020347,-0.0437502,0.00173029,0.0111101,-0.024505,0.00426063,-0.0106949,-0.0219322,-0.0216587,0.0114167,21.47083282,0.404166609,343.25,63.5,14,56.80876923,164,47.5,147.5,52,17.85416603,43.54677963,855.854126,32.15000153,-8.850000381,41,20.73333359,5.824999809,1909.25,18838.7291666667,3.78958336516667,0.717499986166667,1,1,2,1,Good,1,1,0,0,0,0
