Name,Mean,Copy,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,CDH
Ab10-II-MMR_het.3.DC2,0.0184395129721144,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-MMR_het.4.DC2,0.0188785507069073,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-MMR_het.5.DC2,0.0186533302197319,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Sal_het.1.DC2,0.0201297709761197,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Sal_het.2.DC2,0.0194045095589805,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Sal_het.3.DC2,0.0203267387432724,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Sal_het.4.DC2,0.020429660123021,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Sal_het.5.DC2,0.0203724605492732,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Tel_het.1.DC2,0.02167643206018,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Tel_het.2.DC2,0.0204926054604864,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Tel_het.3.DC2,0.0204127380564076,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Tel_het.4.DC2,0.0188536653466333,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-II-Tel_het.5.DC2,0.018971212549363,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-II,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Cag_het.1.DC2,0.0212711019165094,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Cag_het.2.DC2,0.0229160937827131,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Cag_het.3.DC2,0.0220093100632083,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Cag_het.4.DC2,0.0218014674933899,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Cag_het.5.DC2,0.0217303649871358,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Gva_het.1.DC2,0.0217158172044799,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Gva_het.2.DC2,0.0224427225985605,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Gva_het.3.DC2,0.0209599838383058,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Gva_het.4.DC2,0.0217177640932278,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Gva_het.5.DC2,0.0230948926334171,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Hui_het.1.DC2,0.0192661160255406,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Hui_het.2.DC2,0.0201976734218494,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Hui_het.3.DC2,0.0196122302507396,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Hui_het.4.DC2,0.0179326465076738,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Hui_het.5.DC2,0.0208450110860813,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Oax_het.1.DC2,0.0201263582558751,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Oax_het.2.DC2,0.0215807328771178,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Oax_het.3.DC2,0.0201330687234151,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Oax_het.4.DC2,0.0205428734226243,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
Ab10-III-Oax_het.5.DC2,0.021002992032138,1,Dawe_Lab_2,NA,NA,Landrace,Ab10-III,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289_B-Chrom.1.DC2,0.00612258450858882,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289_B-Chrom.2.DC2,0.00693390276655705,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289_B-Chrom.3.DC2,0.00664076781287591,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289_B-Chrom.4.DC2,0.00661740600342098,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289.1.DC2,0.00604779897501631,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289.2.DC2,0.00672961596441801,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
B542C_L289.3.DC2,0.00655985058814566,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_Ab10-I_hom.1.DC2,0.0460993715704837,2,Dawe_Lab_2,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_Ab10-I_hom.2.DC2,0.0411536865724213,2,Dawe_Lab_2,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_Ab10-I_hom.3.DC2,0.0420126337544436,2,Dawe_Lab_2,NA,NA,Inbred,Ab10-I,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_B-Chrom.1.DC2,0.00664821013752951,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_B-Chrom.2.DC2,0.00673592807825708,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_B-Chrom.3.DC2,0.0065917990716555,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM_B-Chrom.4.DC2,0.0065665576425577,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM.1.DC2,0.0071031618724933,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM.2.DC2,0.00634650944313243,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
FFMM.3.DC2,0.00616421561307539,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
NSL-2833_B-Chrom.1.DC2,0.00506020819856792,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
NSL-2833_B-Chrom.2.DC2,0.00607507475517726,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
NSL-2833_B-Chrom.3.DC2,0.0051945310251385,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
NSL-2843_B-Chrom.1.DC2,0.00679928671062345,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-217409.1.DC2,0.00571304867016519,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-217409.2.DC2,0.00532350428130438,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-217409.3.DC2,0.00515076368926377,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-444954.1.DC2,0.00475903691468792,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-444954.2.DC2,0.00521660609660475,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-444954.3.DC2,0.00537524118181308,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-490921_B-Chrom.1.DC2,0.00505713358984794,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-490921_B-Chrom.2.DC2,0.00487132040373438,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
PI-490921_B-Chrom.3.DC2,0.00587517237725208,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
W23_N10.1.DC2,0.00427661700222598,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
W23_N10.2.DC2,0.00528681798493504,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
W23_N10.3.DC2,0.00474963934971337,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ab10
12S001301.RN,0.0180566695861022,Experimental,Romero-Navarro_etal_2017,NA,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Ab10
12S001301.SW,0.0221373327691925,Experimental,Swarts_etal_2017,Ames_22643:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Ab10
12S003301.SW,0.0204008942687766,Experimental,Swarts_etal_2017,NSL_68330:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S004501.SW,0.0382699661759207,Experimental,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
12S004801.SW,0.0215400167309025,Experimental,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
12S009801.SW,0.0216498575499601,Experimental,Swarts_etal_2017,PI_218131:Cochiti,US - Puebloan (East),Landrace,Unknown,Unknown,35.608,-106.347,1606,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S019401.SW,0.0214118659292965,Experimental,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S019801.SW,0.0390238267065321,Experimental,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
12S020001.SW,0.0209794684604676,Experimental,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S020401.SW,0.0211823485255353,Experimental,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S022301.SW,0.0204288773656982,Experimental,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S022401.SW,0.0214609253004286,Experimental,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S022701.SW,0.0206173029524446,Experimental,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S023401.SW,0.0216072574443937,Experimental,Swarts_etal_2017,PI_218159:Zia,US - Puebloan (East),Landrace,Unknown,Unknown,35.3013,-106.4324,1668,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S025401.SW,0.0211947080839465,Experimental,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
12S026701.SW,0.0423605725729693,Experimental,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,Ab10,Ab10-I,NA,Yes,Low,Ab10
12S027201.SW,0.021493106311648,Experimental,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Ab10
12S033601.SW,0.0396723652439757,Experimental,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S034301.SW,0.0214998446719203,Experimental,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S034401.SW,0.0388569759660365,Experimental,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S034601.SW,0.0198702259542902,Experimental,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S037001.SW,0.0212539604534893,Experimental,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S037301.SW,0.021665113633228,Experimental,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S037401.SW,0.0218211064160425,Experimental,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
12S037501.SW,0.0369431667324724,Experimental,Swarts_etal_2017,PI_420248:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S002401.SW,0.0227774401070949,Experimental,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Ab10
13S002402.SW,0.0242933334641996,Experimental,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
13S002406.SW,0.0246164297509511,Experimental,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Ab10
13S002704.SW,0.0220024795239824,Experimental,Swarts_etal_2017,ZM02-130:Velarde_Azul_y_Blanco,US - Puebloan (East),Landrace,Unknown,Unknown,36,-106,1676,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S003901.SW,0.0207673505316474,Experimental,Swarts_etal_2017,ZM03-004:PresidioTX,US - Texas Low,Landrace,Unknown,Unknown,29.55521,-104.3683,787,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S003904.SW,0.0199250383504006,Experimental,Swarts_etal_2017,ZM03-004:PresidioTX,US - Texas Low,Landrace,Unknown,Unknown,29.55521,-104.3683,787,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S003905.SW,0.0377882458896826,Experimental,Swarts_etal_2017,ZM03-004:PresidioTX,US - Texas Low,Landrace,Unknown,Unknown,29.55521,-104.3683,787,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S005405.SW,0.0218323788688107,Experimental,Swarts_etal_2017,ZM02-114:Santo_Domingo_Posole,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,67.46486,69.39098,256.3585,-0.0108,Ab10,Ab10-III,NA,No,Neither,Ab10
13S006401.SW,0.0217256437190779,Experimental,Swarts_etal_2017,ZM02-146:Hopi_Kokoma,US - Puebloan (West),Landrace,Unknown,Unknown,36,-110,1737,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S006403.SW,0.0221741082477876,Experimental,Swarts_etal_2017,ZM02-146:Hopi_Kokoma,US - Puebloan (West),Landrace,Unknown,Unknown,36,-110,1737,68.67737,67.29283,203.2673,0.0661,Ab10,Ambiguous,NA,No,Neither,Ab10
13S007208.SW,0.0216762454910065,Experimental,Swarts_etal_2017,ZM01-009:Gila_Pima_Aal_Hun,US - Desert SW,Landrace,Unknown,Unknown,33.04,-112.02,396,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S008304.SW,0.0207376131180988,Experimental,Swarts_etal_2017,ZM02-171:San_Felipe_Red/Chinmark,US - Puebloan (East),Landrace,Unknown,Unknown,35.434,-106.446,1585,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S008306.SW,0.0201563628431861,Experimental,Swarts_etal_2017,ZM02-171:San_Felipe_Red/Chinmark,US - Puebloan (East),Landrace,Unknown,Unknown,35.434,-106.446,1585,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S008409.SW,0.021768135304593,Experimental,Swarts_etal_2017,ZM02-131:Santo_Domingo_Rainbow,US - Puebloan (East),Landrace,Unknown,Unknown,35.515,-106.365,1585,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,Ab10
13S008503.SW,0.0198675162228788,Experimental,Swarts_etal_2017,ZM02-021:San_Felipe_Pueblo_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35.43392,-106.4467,1564,67.92634,68.46907,224.5278,-0.0621,Ab10,Ambiguous,NA,No,Neither,Ab10
13S008507.SW,0.0196173543113354,Experimental,Swarts_etal_2017,ZM02-021:San_Felipe_Pueblo_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35.43392,-106.4467,1564,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S009809.SW,0.0208583921223145,Experimental,Swarts_etal_2017,ZM15-003:Mountain_Pima_Maiz_Azul,N. Mexico Mid,Landrace,Unknown,Unknown,28.39368,-108.6627,1500,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S022611.SW,0.0352715533341492,Experimental,Swarts_etal_2017,ZM02-114:Santo_Domingo_Posole,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,71.23225,73.95807,267.2626,-0.2352552,Ab10,Ambiguous,NA,No,Neither,Ab10
13S024101.SW,0.0222126890981548,Experimental,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,66.67762,69.40563,230.6408,0.0529,Ab10,Ab10-I,NA,Yes,High,Ab10
13S024307.SW,0.0206051452208477,Experimental,Swarts_etal_2017,ZM02-021:San_Felipe_Pueblo_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35.43392,-106.4467,1564,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,Ab10
13S026002.SW,0.0202304742614784,Experimental,Swarts_etal_2017,ZM03-004:PresidioTX,US - Texas Low,Landrace,Unknown,Unknown,29.55521,-104.3683,787,69.91151,71.96994,243.3246,-0.1375759,Ab10,Ambiguous,NA,No,Neither,Ab10
13S026004.SW,0.0354463812239718,Experimental,Swarts_etal_2017,ZM03-004:PresidioTX,US - Texas Low,Landrace,Unknown,Unknown,29.55521,-104.3683,787,70.27458,70.11932,259.3613,-0.1877335,Ab10,Ambiguous,NA,No,Neither,Ab10
